"","segment","repetition","frame","point","x","y"
"1739910","sh",1,3,11,85.91482945,54.17095819
"1739911","sh",1,3,12,82.61900509,54.03558093
"1739912","sh",1,3,13,79.32480772,54.23051484
"1739913","sh",1,3,14,76.01291036,54.47795513
"1739914","sh",1,3,15,72.76151773,55.12200536
"1739915","sh",1,3,16,69.608175,56.16167133
"1739916","sh",1,3,17,66.56660524,57.48401761
"1739917","sh",1,3,18,63.70054687,59.14297329
"1739918","sh",1,3,19,61.06917721,61.17622514
"1739919","sh",1,3,20,58.74830291,63.62086409
"17599","sh",1,4,1,117.16241952,62.48824329
"175991","sh",1,4,2,114.20568629,61.07224617
"175992","sh",1,4,3,111.26600504,59.64560562
"175993","sh",1,4,4,108.3571109,58.14686401
"175994","sh",1,4,5,105.27003262,57.02875942
"175995","sh",1,4,6,102.18844667,55.89057323
"175996","sh",1,4,7,99.05323698,54.80194807
"175997","sh",1,4,8,95.82614026,54.00242926
"175998","sh",1,4,9,92.53777038,53.52059481
"175999","sh",1,4,10,89.21658639,53.44516
"1759910","sh",1,4,11,85.90088826,53.44602373
"1759911","sh",1,4,12,82.59155237,53.67169477
"1759912","sh",1,4,13,79.31730885,54.17375318
"1759913","sh",1,4,14,76.12626018,55.07568181
"1759914","sh",1,4,15,72.98971256,56.04101254
"1759915","sh",1,4,16,69.97328651,57.34429661
"1759916","sh",1,4,17,66.94812568,58.51155023
"1759917","sh",1,4,18,64.11951442,60.10300786
"1759918","sh",1,4,19,61.44629447,61.92327862
"1759919","sh",1,4,20,58.84162872,63.7825076
"17799","sh",1,5,1,117.32769281,62.21318841
"177991","sh",1,5,2,114.46073884,60.58828521
"177992","sh",1,5,3,111.53035999,59.06756173
"177993","sh",1,5,4,108.48645841,57.81634358
"177994","sh",1,5,5,105.61773189,55.96851778
"177995","sh",1,5,6,102.60317924,54.33752482
"177996","sh",1,5,7,99.33937649,53.42489943
"177997","sh",1,5,8,95.99664,52.86504687
"177998","sh",1,5,9,92.61864097,52.65142
"177999","sh",1,5,10,89.2457964,52.65142
"1779910","sh",1,5,11,85.89179955,52.97341577
"1779911","sh",1,5,12,82.57907848,53.50635322
"1779912","sh",1,5,13,79.27199895,53.83078624
"1779913","sh",1,5,14,76.03368612,54.58751177
"1779914","sh",1,5,15,72.88215938,55.60786449
"1779915","sh",1,5,16,69.78871219,56.74644567
"1779916","sh",1,5,17,66.75830363,58.00031065
"1779917","sh",1,5,18,63.93015071,59.66909429
"1779918","sh",1,5,19,61.39905177,61.8296928
"1779919","sh",1,5,20,59.34067008,64.64686444
"179991","sh",1,6,1,117.38927919,62.11069371
"179992","sh",1,6,2,114.51938842,60.47699792
"179993","sh",1,6,3,111.58706129,58.94357752
"179994","sh",1,6,4,108.62734551,57.45633617
"179995","sh",1,6,5,105.64942876,55.87186431
"179996","sh",1,6,6,102.57975918,54.42522586
"179997","sh",1,6,7,99.29887204,53.6198274
"179998","sh",1,6,8,95.97734579,52.99375614
"179999","sh",1,6,9,92.62794954,52.55137413
"1799910","sh",1,6,10,89.2517312,52.49015021
"1799911","sh",1,6,11,85.88957846,52.85792021
"1799912","sh",1,6,12,82.57764603,53.48736606
"1799913","sh",1,6,13,79.30195315,54.05752041
"1799914","sh",1,6,14,76.08763899,54.87202098
"1799915","sh",1,6,15,72.96117604,55.92608766
"1799916","sh",1,6,16,69.95003315,57.26897713
"1799917","sh",1,6,17,67.11968673,58.97360823
"1799918","sh",1,6,18,64.54336719,61.07423659
"1799919","sh",1,6,19,62.1577887,63.33271886
"1799920","sh",1,6,20,60.13297155,66.01915788
"18199","sh",1,7,1,117.45817552,61.9960335
"181991","sh",1,7,2,114.58363482,60.35509069
"181992","sh",1,7,3,111.64636254,58.8139082
"181993","sh",1,7,4,108.67432365,57.33629338
"181994","sh",1,7,5,105.5204567,56.26513964
"181995","sh",1,7,6,102.33976437,55.32393406
"181996","sh",1,7,7,99.15325742,54.32059889
"181997","sh",1,7,8,95.90463709,53.47878675
"181998","sh",1,7,9,92.60529653,52.79484236
"181999","sh",1,7,10,89.24431605,52.69164633
"1819910","sh",1,7,11,85.89069539,52.916
"1819911","sh",1,7,12,82.59447899,53.71048711
"1819912","sh",1,7,13,79.33589568,54.31444363
"1819913","sh",1,7,14,76.17327155,55.32358647
"1819914","sh",1,7,15,73.17138143,56.77264614
"1819915","sh",1,7,16,70.36276252,58.60584047
"1819916","sh",1,7,17,67.79692259,60.79757847
"1819917","sh",1,7,18,65.37544846,62.98089211
"1819918","sh",1,7,19,63.22575947,65.44832417
"1819919","sh",1,7,20,61.26726131,67.98378682
"18399","sh",1,8,1,117.60633737,61.7494562
"183991","sh",1,8,2,114.53794951,60.44177833
"183992","sh",1,8,3,111.54100094,59.04429401
"183993","sh",1,8,4,108.58792924,57.55705618
"183994","sh",1,8,5,105.55704712,56.15356424
"183995","sh",1,8,6,102.45842989,54.87956749
"183996","sh",1,8,7,99.28147199,53.70356526
"183997","sh",1,8,8,96.0130258,52.75573929
"183998","sh",1,8,9,92.64292089,52.3904662
"183999","sh",1,8,10,89.25464042,52.41109646
"1839910","sh",1,8,11,85.88800504,52.77610339
"1839911","sh",1,8,12,82.58359092,53.56616558
"1839912","sh",1,8,13,79.36672331,54.54778906
"1839913","sh",1,8,14,76.23375664,55.642542
"1839914","sh",1,8,15,73.25603981,57.11359016
"1839915","sh",1,8,16,70.4823081,58.99305814
"1839916","sh",1,8,17,67.94327155,61.19173385
"1839917","sh",1,8,18,65.54449018,63.36823927
"1839918","sh",1,8,19,63.4093278,65.81196534
"1839919","sh",1,8,20,61.46412212,68.32475653
"18599","sh",1,9,1,117.33347598,62.20356381
"185991","sh",1,9,2,114.47999682,60.55174327
"185992","sh",1,9,3,111.6306723,58.8482168
"185993","sh",1,9,4,108.88750839,56.79154453
"185994","sh",1,9,5,106.02840299,54.71625576
"185995","sh",1,9,6,102.90882739,53.19296464
"185996","sh",1,9,7,99.57121179,52.3091902
"185997","sh",1,9,8,96.13842543,51.91921406
"185998","sh",1,9,9,92.67664268,52.02803366
"185999","sh",1,9,10,89.24564771,52.65546029
"1859910","sh",1,9,11,85.89731428,53.26017862
"1859911","sh",1,9,12,82.61761883,54.01720611
"1859912","sh",1,9,13,79.42559183,54.99338602
"1859913","sh",1,9,14,76.34898377,56.25016824
"1859914","sh",1,9,15,73.41723593,57.76277399
"1859915","sh",1,9,16,70.57637341,59.29774315
"1859916","sh",1,9,17,67.95869824,61.23328189
"1859917","sh",1,9,18,65.56249198,63.40948912
"1859918","sh",1,9,19,63.42499929,65.84300991
"1859919","sh",1,9,20,61.50157567,68.38962736
"18799","sh",1,10,1,117.51141617,61.90742813
"187991","sh",1,10,2,114.50046692,60.51290136
"187992","sh",1,10,3,111.65150801,58.80265702
"187993","sh",1,10,4,108.90849328,56.73792203
"187994","sh",1,10,5,106.04709715,54.65925153
"187995","sh",1,10,6,102.91949597,53.15301402
"187996","sh",1,10,7,99.57821095,52.27550672
"187997","sh",1,10,8,96.14177636,51.89686047
"187998","sh",1,10,9,92.68812045,51.90467376
"187999","sh",1,10,10,89.2562609,52.36706215
"1879910","sh",1,10,11,85.89180517,52.9737081
"1879911","sh",1,10,12,82.5960592,53.73143286
"1879912","sh",1,10,13,79.38799672,54.70881509
"1879913","sh",1,10,14,76.29457894,55.96327572
"1879914","sh",1,10,15,73.34942429,57.48967674
"1879915","sh",1,10,16,70.61500923,59.42288765
"1879916","sh",1,10,17,68.10527692,61.62805595
"1879917","sh",1,10,18,65.7347976,63.80431529
"1879918","sh",1,10,19,63.61811861,66.22557118
"1879919","sh",1,10,20,61.7119899,68.75407207
"18999","sh",1,11,1,117.51675663,61.89854029
"189991","sh",1,11,2,114.6371353,60.2535738
"189992","sh",1,11,3,111.52180518,59.08626785
"189993","sh",1,11,4,108.48564394,57.8184248
"189994","sh",1,11,5,105.46450015,56.43576831
"189995","sh",1,11,6,102.40235618,55.08954663
"189996","sh",1,11,7,99.1961549,54.11415446
"189997","sh",1,11,8,95.91734681,53.39400184
"189998","sh",1,11,9,92.59323199,52.92450878
"189999","sh",1,11,10,89.23832538,52.85443408
"1899910","sh",1,11,11,85.89291028,53.0311731
"1899911","sh",1,11,12,82.57609236,53.46677215
"1899912","sh",1,11,13,79.35023272,54.42296582
"1899913","sh",1,11,14,76.23634975,55.65621618
"1899914","sh",1,11,15,73.26808353,57.16209372
"1899915","sh",1,11,16,70.49532105,59.03520811
"1899916","sh",1,11,17,67.95867957,61.23323159
"1899917","sh",1,11,18,65.56573234,63.41691419
"1899918","sh",1,11,19,63.43517144,65.86316051
"1899919","sh",1,11,20,61.51757209,68.41733371
"19199","sh",1,12,1,115.16298473,65.81578824
"191991","sh",1,12,2,112.36271052,64.56928364
"191992","sh",1,12,3,109.62119942,63.24217095
"191993","sh",1,12,4,106.87213116,61.94141811
"191994","sh",1,12,5,104.02785491,60.81653991
"191995","sh",1,12,6,101.28254163,59.28291448
"191996","sh",1,12,7,98.48615191,57.5310494
"191997","sh",1,12,8,95.54695295,55.86485277
"191998","sh",1,12,9,92.44235562,54.54608627
"191999","sh",1,12,10,89.21085008,53.60103588
"1919910","sh",1,12,11,85.89417164,53.09676309
"1919911","sh",1,12,12,82.54934133,53.11218684
"1919912","sh",1,12,13,79.25089583,53.67104913
"1919913","sh",1,12,14,76.05223002,54.68529915
"1919914","sh",1,12,15,73.07913416,56.40113946
"1919915","sh",1,12,16,70.35163004,58.56978147
"1919916","sh",1,12,17,67.78440154,60.76385607
"1919917","sh",1,12,18,65.36672987,62.96091405
"1919918","sh",1,12,19,63.08419975,65.1679003
"1919919","sh",1,12,20,61.09815265,67.6908848
"19399","sh",1,13,1,113.17344803,69.12686038
"193991","sh",1,13,2,110.7975686,67.53913275
"193992","sh",1,13,3,108.46019507,65.78084661
"193993","sh",1,13,4,106.04667052,64.05070955
"193994","sh",1,13,5,103.70952093,61.78723777
"193995","sh",1,13,6,101.22858394,59.48496976
"193996","sh",1,13,7,98.44260722,57.74060856
"193997","sh",1,13,8,95.51848814,56.05473799
"193998","sh",1,13,9,92.4270108,54.71100816
"193999","sh",1,13,10,89.2061647,53.72835417
"1939910","sh",1,13,11,85.89610424,53.19725726
"1939911","sh",1,13,12,82.53231403,52.88648972
"1939912","sh",1,13,13,79.17698505,53.1115919
"1939913","sh",1,13,14,75.93152519,54.0487874
"1939914","sh",1,13,15,72.83214883,55.4064574
"1939915","sh",1,13,16,69.86719432,57.00065554
"1939916","sh",1,13,17,67.08601952,58.88293377
"1939917","sh",1,13,18,64.55704985,61.10558942
"1939918","sh",1,13,19,62.18601354,63.38863109
"1939919","sh",1,13,20,59.99136071,65.77388303
"19599","sh",1,14,1,113.40423719,68.74277118
"195991","sh",1,14,2,111.15549844,66.85996265
"195992","sh",1,14,3,108.83906839,64.95239451
"195993","sh",1,14,4,106.41484575,63.10991501
"195994","sh",1,14,5,103.93078574,61.11253357
"195995","sh",1,14,6,101.31720427,59.15311331
"195996","sh",1,14,7,98.58783635,57.04169225
"195997","sh",1,14,8,95.69636441,54.86814768
"195998","sh",1,14,9,92.58777963,52.98310916
"195999","sh",1,14,10,89.29800805,51.2326435
"1959910","sh",1,14,11,85.83065567,49.7939668
"1959911","sh",1,14,12,82.2223446,48.77784032
"1959912","sh",1,14,13,78.60924679,48.81417671
"1959913","sh",1,14,14,75.06390126,49.47355334
"1959914","sh",1,14,15,71.73832485,51.00130883
"1959915","sh",1,14,16,68.68036446,53.15641901
"1959916","sh",1,14,17,65.79369659,55.40237594
"1959917","sh",1,14,18,63.27547019,58.16894008
"1959918","sh",1,14,19,60.92158827,60.88385762
"1959919","sh",1,14,20,58.88524377,63.85805039
"19799","sh",1,15,1,113.96758412,67.8052251
"197991","sh",1,15,2,111.88036438,65.48453308
"197992","sh",1,15,3,109.63423283,63.21367183
"197993","sh",1,15,4,107.29118218,60.87062118
"197994","sh",1,15,5,104.8302433,58.36981183
"197995","sh",1,15,6,102.26783725,55.59327945
"197996","sh",1,15,7,99.47014289,52.79558509
"197997","sh",1,15,8,96.42414845,50.01319166
"197998","sh",1,15,9,93.12050475,47.25752665
"197999","sh",1,15,10,89.52311765,45.11561451
"1979910","sh",1,15,11,85.71666637,43.86658395
"1979911","sh",1,15,12,81.83718189,43.67250283
"1979912","sh",1,15,13,78.03227506,44.44687017
"1979913","sh",1,15,14,74.42077598,46.08216615
"1979914","sh",1,15,15,71.06613229,48.2941931
"1979915","sh",1,15,16,67.95546765,50.80842048
"1979916","sh",1,15,17,65.14239984,53.64826637
"1979917","sh",1,15,18,62.5876068,56.59274965
"1979918","sh",1,15,19,60.40770374,59.86587391
"1979919","sh",1,15,20,58.55455032,63.28527792
"199991","sh",1,16,1,114.68575072,66.61002151
"199992","sh",1,16,2,112.53698999,64.2385892
"199993","sh",1,16,3,110.25201629,61.862814
"199994","sh",1,16,4,107.99703222,59.06696952
"199995","sh",1,16,5,105.51620871,56.27809306
"199996","sh",1,16,6,102.92601813,53.1285905
"199997","sh",1,16,7,100.02957236,50.10332636
"199998","sh",1,16,8,96.88265201,46.95457192
"199999","sh",1,16,9,93.41164453,44.12843669
"1999910","sh",1,16,10,89.61521485,42.61300586
"1999911","sh",1,16,11,85.68113397,42.01891764
"1999912","sh",1,16,12,81.75651712,42.60329013
"1999913","sh",1,16,13,77.96253066,43.91894967
"1999914","sh",1,16,14,74.40315902,45.98926676
"1999915","sh",1,16,15,71.08395352,48.36596442
"1999916","sh",1,16,16,68.03410721,51.06314027
"1999917","sh",1,16,17,65.26819164,53.98705604
"1999918","sh",1,16,18,62.84752506,57.18833399
"1999919","sh",1,16,19,60.82243841,60.68744592
"1999920","sh",1,16,20,59.30863306,64.59137521
"20199","sh",1,17,1,114.65567756,66.66007054
"201991","sh",1,17,2,112.40978531,64.47995946
"201992","sh",1,17,3,110.292196,61.77495622
"201993","sh",1,17,4,108.20078431,58.54632381
"201994","sh",1,17,5,105.87913181,55.17142932
"201995","sh",1,17,6,103.24192663,51.94560844
"201996","sh",1,17,7,100.31692425,48.72044315
"201997","sh",1,17,8,96.98931201,46.24305648
"201998","sh",1,17,9,93.38117989,44.45586218
"201999","sh",1,17,10,89.58004693,43.56864343
"2019910","sh",1,17,11,85.7133717,43.69526282
"2019911","sh",1,17,12,81.91786229,44.74192275
"2019912","sh",1,17,13,78.29548775,46.43922166
"2019913","sh",1,17,14,74.90718711,48.64715393
"2019914","sh",1,17,15,71.72727338,50.95680134
"2019915","sh",1,17,16,68.82106645,53.61216399
"2019916","sh",1,17,17,66.22079694,56.55266696
"2019917","sh",1,17,18,63.92555399,59.65856122
"2019918","sh",1,17,19,61.94452744,62.91025725
"2019919","sh",1,17,20,60.16876518,66.08115368
"20399","sh",1,18,1,114.67663216,66.62519701
"203991","sh",1,18,2,112.33653993,64.6189422
"203992","sh",1,18,3,110.03913894,62.32829592
"203993","sh",1,18,4,107.90273445,59.30792767
"203994","sh",1,18,5,105.60359345,56.01163022
"203995","sh",1,18,6,102.96929889,52.9665171
"203996","sh",1,18,7,99.92400439,50.61137309
"203997","sh",1,18,8,96.56510156,49.07291118
"203998","sh",1,18,9,93.04444328,48.0750143
"203999","sh",1,18,10,89.43243288,47.57984259
"2039910","sh",1,18,11,85.79201865,47.78486218
"2039911","sh",1,18,12,82.19759287,48.44975577
"2039912","sh",1,18,13,78.73011108,49.72904201
"2039913","sh",1,18,14,75.41460241,51.32290278
"2039914","sh",1,18,15,72.29024974,53.22407154
"2039915","sh",1,18,16,69.28868706,55.12682443
"2039916","sh",1,18,17,66.43444824,57.12808485
"2039917","sh",1,18,18,63.8666574,59.52360384
"2039918","sh",1,18,19,61.70500143,62.43576625
"2039919","sh",1,18,20,59.89867497,65.61334813
"20599","sh",2,1,1,115.03338132,66.03147979
"205991","sh",2,1,2,112.19504374,64.88743053
"205992","sh",2,1,3,109.31336659,63.91528445
"205993","sh",2,1,4,106.47867571,62.94681095
"205994","sh",2,1,5,103.71732587,61.76343812
"205995","sh",2,1,6,100.97359411,60.43982977
"205996","sh",2,1,7,98.194066,58.93671515
"205997","sh",2,1,8,95.33949554,57.24877514
"205998","sh",2,1,9,92.35114874,55.52635264
"205999","sh",2,1,10,89.18928951,54.18691329
"2059910","sh",2,1,11,85.89763994,53.27711307
"2059911","sh",2,1,12,82.51667579,52.67920461
"2059912","sh",2,1,13,79.09921374,52.52291285
